label,statement,length,sensationalism
mostly-true,general appear wisconsin right work bill would like appli green bay packer player union,87,0.0
mostly-true,call defen minist peopl republ donetsk actual post brag social media post shot militari transport becam appar civilian pull social media,137,0.0
half-true,democrat kind fall see rai tax faster look like go rai tax anywh percent,76,0.0
mostly-true,right one highest job growth sector leisur hospit weve ad job fall within restaur bar sector industri high pay job u depart labor estim industri sector lowest averag wage lowest proport workforc earn minimum subminimum wage job,232,0.0
barely-true,gov scott walker bought new brand new vehicl state probabl dont need,68,0.003556101056866212
half-true,say pass eight measur includ one prevent grope airport secur check bar sanctuari citi texa,90,0.0
false,gotten point averag feder worker make twice much averag privat sector worker,76,0.0
false,polit appoint ipab make major health care deci million american,65,0.0
barely-true,say store bar sell watt light bulb,34,0.0
true,last three presid go back ear find three presid row consecut elect,68,0.0
barely-true,jason carter support use georgia tax dollar promot obamacar,59,0.009100646726155737
mostly-true,recent associ press poll nader gonzalez percent without nation coverag mccain obama,83,0.0
half-true,dan patrick said women get paid less man job problem,57,0.0
half-true,weve got averag soldier commit suicid day,46,0.0
barely-true,even republican congressmen said give us money dont know would even put addit border patrol agent,97,0.0
true,today first time fifteen year master lock union plant milwauk run full capac,77,0.007761519715704601
true,tom reed actual vote everi singl trade deal ever come form,58,0.0
false,isi camp mile texa mexican author confirm,41,0.0
false,new feder project estim health care overhaul cost trillion year well billion democrat origin claim,98,0.0
pants-fire,say new jersey rep donald payn frank pallon socialist open serv u congress,74,0.0
pants-fire,unemploy rate may high percent,30,0.0
mostly-true,common core feder govern fingerprint thing,42,0.0
false,social secur ind ponzi scheme,30,0.0
barely-true,say scott walker brag lot independ agenc investig polic shoot cour didnt fund,78,0.0
mostly-true,arizona law make state crime someth alreadi feder crime,55,0.04106241094590046
pants-fire,countri found congress exact attitud sanctiti christma celebr eleven today yeah open,84,0.0
mostly-true,miami dade counti spend school system million everi year educ recent immigr,75,0.012660239422594644
false,omnibus bill billion earmark,28,0.0
true,trump propo enact largest tax increa american histori,55,0.0
true,senat mccain talk tough earmark good earmark account billion budget,67,0.0
half-true,kim myer vote repeat rai tax peopl broom counti made million tax save famili busi reloc headquart,98,0.0
half-true,california prop would requirecondom usein adult film would put worker adult film industri riskfor lawsuit harass,112,0.0
true,pay among highest toll nation privileg cross bridg,50,0.0
half-true,sen isakson chambliss vote unemploy insur vote kill near georgia job,68,0.0
barely-true,say real estat tax put place pay obamacar,41,0.0
half-true,say today unemploy run near percent last four year legislatur hasnt done much lower,83,0.0
false,say kay bailey hutchison vote sanctuari citi,44,0.0
half-true,john mica vote borrow trillion,30,0.0
barely-true,say oppon mari burk told report would requir worker give bargain healthcar retir benefit like gov walker,104,0.0
true,mccain hire biggest lobbyist washington run campaign,52,0.0
barely-true,want rai anybodi tax rate never tabl,42,0.0
half-true,terrorist kill american lebanon ronald reagan democrat didnt make partisan issu,79,0.0
mostly-true,first time parti pick multipl seat regular elect sinc mid make largest major parti year,87,0.007310657209823934
false,john rage populist four year ago ran presid,43,0.0
true,hous republican complain didnt enough time consid constitut ban oil drill shove propo day open state water oil drill,117,0.012049510404820718
false,say one bush famili attend republican nation convent presid bush convent,72,0.0
pants-fire,crime rise,10,0.029060730319446115
mostly-true,flint mich pay three time poison water pay burlington vt clean water,68,0.0
barely-true,weve got person tax system complic cost american billion year compli current tax code,90,0.010934310077724607
pants-fire,say portland school give muslim student school provid prayer room prayer rug let class five time day pray allah,111,0.0
false,texa republican believ abolish social secur abolish v health care,65,0.0
half-true,bulk peopl shot weapon drug gang take one anoth end shot weapon,63,0.0359399577773577
false,case general motor bush administr wrote check without ask condit chang,70,0.0
half-true,salari uri faculti second last among new england land grant univ lowest percent major u research institut,108,0.0
barely-true,say miami congressman carlo curbelo support drill offshor repeat vote presid obama abil fight pollut combat climat chang,120,0.005875221852842283
false,presid candid obama ask disclo donor suspicion foreign sourc money campaign refus,82,0.0
false,oregon state state usa continu pay medic benefit employ famili,63,0.008531359770036384
false,wonder dont see rand paul much hes still shop billionair hes like one hasnt found billionair fund super pac,107,0.0
half-true,say donald trump cash sept collect feder fund intend help small busi recov even though day attack trump said properti affect,124,0.039869115433638025
barely-true,three year ago newli elect presid obama told america congress approv plan borrow near trillion dollar would hold unemploy percent,129,0.0
pants-fire,independ payment advisori board creat health care reform law like medicar ir power cut medicar order pay new govern program,123,0.005969213562051046
false,mitchel park dome lose million plus everi year number peopl go dome go,70,0.0
false,bill legislatur youd go court fire employ,42,0.038600999490798094
true,littl evid use red light camera new jersey reduc number sever accid intersect use,81,0.0
mostly-true,entir public school system camden last year three student graduat colleg readi,78,0.011481093262889819
true,say near oregonian almost percent homeown day delinqu mortgag,61,0.0
false,hate crime bill pastor preacher priest rabbi imam give sermon moral tradit sexual practic could found guilti feder crime,120,0.014793944423555416
barely-true,presid obama said jobless rate would pass stimulus percent,58,0.0
half-true,georg allen colleagu senat turn biggest surplus histori unit state biggest deficit histori unit state,101,0.005855607818905928
half-true,say presid obama crack employ attract undocu immigr hire previous presid,72,0.0
mostly-true,say newt gingrich made affirm statement would support would campaign republican support barbar procedur known partial birth abort,129,0.011129383376495827
barely-true,u global aid spend help reduc polit instabl violenc percent recipi nation,73,0.01749472689211584
half-true,told congress thank thank bridg nowher,38,0.0
mostly-true,actual construct contract weve award date come sever hundr million dollar estim,79,0.0
true,state school fund per pupil percent compar adjust inflat,56,0.0044766127957182045
half-true,unemploy fallen percent presid first year offic percent today,61,0.011985750839350495
half-true,american voter remain steadfast support immigr reform path citizenship percent want see reform pass year,104,0.006687737336280475
false,peopl welfar work,17,0.0
barely-true,say tammi baldwin introduc bill would requir doctor health care worker ask patient includ young children whether gay lesbian bisexu know gender ident,149,0.0
true,say state rep kristi thibaut acorn lobbyist,43,0.0042120970100644195
half-true,atlanta trade point sexual slaveri america girl sold slaveri atlanta everi month,80,0.0
half-true,accord nation survey transit ridership among peopl age increa percent,70,0.0
true,fiscal year abort paid taxpay via oregon health plan,52,0.0
false,legisl action taken could well render complet null void deci suprem court expect june,86,0.0
