label,statement,length,Controversial
barely-true,even republican congressmen said give us money dont know would even put addit border patrol agent,154,0.0
true,today first time fifteen year master lock union plant milwauk run full capac,114,0.0
true,tom reed actual vote everi singl trade deal ever come form,98,0.0
false,isi camp mile texa mexican author confirm,62,0.0
false,new feder project estim health care overhaul cost trillion year well billion democrat origin claim,162,0.0
pants-fire,say new jersey rep donald payn frank pallon socialist open serv u congress,111,0.0
pants-fire,unemploy rate may high percent,51,0.0
mostly-true,common core feder govern fingerprint thing,105,0.0
false,social secur ind ponzi scheme,41,0.0
barely-true,say scott walker brag lot independ agenc investig polic shoot cour didnt fund,123,0.0
mostly-true,arizona law make state crime someth alreadi feder crime,100,0.0
pants-fire,countri found congress exact attitud sanctiti christma celebr eleven today yeah open,158,0.0
mostly-true,miami dade counti spend school system million everi year educ recent immigr,108,0.0
false,omnibus bill billion earmark,51,0.0
true,trump propo enact largest tax increa american histori,69,0.0
true,senat mccain talk tough earmark good earmark account billion budget,128,0.0
half-true,kim myer vote repeat rai tax peopl broom counti made million tax save famili busi reloc headquart,163,0.0
half-true,california prop would requirecondom usein adult film would put worker adult film industri riskfor lawsuit harass,146,0.0
true,pay among highest toll nation privileg cross bridg,87,0.0
half-true,sen isakson chambliss vote unemploy insur vote kill near georgia job,108,0.0
barely-true,say real estat tax put place pay obamacar,62,0.0
half-true,say today unemploy run near percent last four year legislatur hasnt done much lower,137,0.0
false,say kay bailey hutchison vote sanctuari citi,53,0.0
half-true,john mica vote borrow trillion,39,0.0
barely-true,say oppon mari burk told report would requir worker give bargain healthcar retir benefit like gov walker,149,0.0
true,mccain hire biggest lobbyist washington run campaign,79,0.0
barely-true,want rai anybodi tax rate never tabl,74,0.0
half-true,terrorist kill american lebanon ronald reagan democrat didnt make partisan issu,126,0.0
mostly-true,first time parti pick multipl seat regular elect sinc mid make largest major parti year,175,0.0
false,john rage populist four year ago ran presid,74,0.0
true,hous republican complain didnt enough time consid constitut ban oil drill shove propo day open state water oil drill,197,0.0
false,say one bush famili attend republican nation convent presid bush convent,137,0.0
pants-fire,crime rise,16,0.0
mostly-true,flint mich pay three time poison water pay burlington vt clean water,113,0.0
barely-true,weve got person tax system complic cost american billion year compli current tax code,133,0.0
pants-fire,say portland school give muslim student school provid prayer room prayer rug let class five time day pray allah,158,0.0
false,texa republican believ abolish social secur abolish v health care,87,0.0
half-true,bulk peopl shot weapon drug gang take one anoth end shot weapon,140,0.0
false,case general motor bush administr wrote check without ask condit chang,115,0.0
half-true,salari uri faculti second last among new england land grant univ lowest percent major u research institut,146,0.0
barely-true,say miami congressman carlo curbelo support drill offshor repeat vote presid obama abil fight pollut combat climat chang,164,0.0
false,presid candid obama ask disclo donor suspicion foreign sourc money campaign refus,191,0.0
false,oregon state state usa continu pay medic benefit employ famili,145,0.0
false,wonder dont see rand paul much hes still shop billionair hes like one hasnt found billionair fund super pac,161,0.0
half-true,say donald trump cash sept collect feder fund intend help small busi recov even though day attack trump said properti affect,197,0.02018536341109245
barely-true,three year ago newli elect presid obama told america congress approv plan borrow near trillion dollar would hold unemploy percent,177,0.0
pants-fire,independ payment advisori board creat health care reform law like medicar ir power cut medicar order pay new govern program,177,0.0
false,mitchel park dome lose million plus everi year number peopl go dome go,126,0.0
false,bill legislatur youd go court fire employ,82,0.0
true,littl evid use red light camera new jersey reduc number sever accid intersect use,169,0.0
mostly-true,entir public school system camden last year three student graduat colleg readi,100,0.0
true,say near oregonian almost percent homeown day delinqu mortgag,114,0.0
false,hate crime bill pastor preacher priest rabbi imam give sermon moral tradit sexual practic could found guilti feder crime,187,0.0
barely-true,presid obama said jobless rate would pass stimulus percent,99,0.0
half-true,georg allen colleagu senat turn biggest surplus histori unit state biggest deficit histori unit state,170,0.0
half-true,say presid obama crack employ attract undocu immigr hire previous presid,143,0.0
mostly-true,say newt gingrich made affirm statement would support would campaign republican support barbar procedur known partial birth abort,196,0.0
barely-true,u global aid spend help reduc polit instabl violenc percent recipi nation,110,0.0
half-true,told congress thank thank bridg nowher,71,0.0
mostly-true,actual construct contract weve award date come sever hundr million dollar estim,123,0.0
true,state school fund per pupil percent compar adjust inflat,98,0.0
half-true,unemploy fallen percent presid first year offic percent today,104,0.0
half-true,american voter remain steadfast support immigr reform path citizenship percent want see reform pass year,167,0.0
false,peopl welfar work,55,0.0
barely-true,say tammi baldwin introduc bill would requir doctor health care worker ask patient includ young children whether gay lesbian bisexu know gender ident,216,0.0
true,say state rep kristi thibaut acorn lobbyist,53,0.0
half-true,atlanta trade point sexual slaveri america girl sold slaveri atlanta everi month,137,0.0
half-true,accord nation survey transit ridership among peopl age increa percent,119,0.0
true,fiscal year abort paid taxpay via oregon health plan,96,0.0
false,legisl action taken could well render complet null void deci suprem court expect june,150,0.0
half-true,im republican candid actual reduc size govern,83,0.0
false,hard work much pay tax new york citi end get money im chris jacob think time someon albani make sure region get fair share,204,0.0
mostly-true,amaz fact senat alreadi vote amend reid allow year last year,103,0.0
mostly-true,say state suprem court candid joe donald twice support incumb justic rebecca bradley,96,0.0
mostly-true,one everi four student fail earn high school diploma major citi across america half kid dont graduat,135,0.0
barely-true,state republican charg refus implement state health insur exchang,115,0.0
pants-fire,say tweet sent wasnt say check sex tape take look background alicia machado,121,0.0
pants-fire,aphotograph year old hillari clinton featur conf battl flag background,96,0.0
true,texa lead nation percentag resid without health insur,79,0.0
false,administr congress systemat cut fund border secur sinc democrat took control,131,0.0
pants-fire,new colleg tuition reciproc agreement minnesota make colleg educ afford wisconsin resid,123,0.0
half-true,say cori booker support late term partial birth abort oppo safeti regul,94,0.0
false,mitt romney first major parti candid presid unit state modern time relea least year tax return,146,0.0
half-true,month juli alon eu export south korea increa percent lot market share farmer servic provid suffer,185,0.0
mostly-true,gov rick perri spent million dollar c lobbyist ask feder money live luxuri hous cost taxpay month,158,0.0
half-true,virginia lost job tim kain put partisan ambit first serv dnc chairman last year governorship,144,0.0
half-true,dnc say mccain flip flop whether iraq war would easi,71,0.0
mostly-true,say ohio law give tax break rich peopl privat jet,67,0.0
half-true,say zack space vote budget debt energi tax stimulus still lost million job,120,0.0
pants-fire,say paul ryan budget plan end medicar,42,0.0
half-true,everi ethic case result formal sanction investig subcommitt establish first,132,0.0
